"abbreviation"	"name"	"compartment"
"keratansulfateIIbiosynthesis,precursor2"	"keratansulfateIIbiosynthesis,precursor2"	"g"
"keratansulfateIIbiosynthesis,precursor3"	"keratansulfateIIbiosynthesis,precursor3"	"g"
"keratansulfateIIbiosynthesis,precursor4"	"keratansulfateIIbiosynthesis,precursor4"	"g"
"keratansulfateIIbiosynthesis,precursor5"	"keratansulfateIIbiosynthesis,precursor5"	"g"
"keratansulfateIIbiosynthesis,precursor6"	"keratansulfateIIbiosynthesis,precursor6"	"g"
"keratansulfateIIbiosynthesis,precursor7"	"keratansulfateIIbiosynthesis,precursor7"	"g"
"keratansulfateIIbiosynthesis,precursor8"	"keratansulfateIIbiosynthesis,precursor8"	"g"
"keratansulfateIIbiosynthesis,precursor9"	"keratansulfateIIbiosynthesis,precursor9"	"g"
"keratansulfateIIbiosynthesis,precursor10"	"keratansulfateIIbiosynthesis,precursor10"	"g"
"keratansulfateII(core2-linked)"	"keratansulfateII(core2-linked)"	"g, l"
"core4"	"core4"	"g"
"keratansulfateII(core4-linked),biosynthesis,precursor1"	"keratansulfateII(core4-linked),biosynthesis,precursor1"	"g"
"keratansulfateII(core4-linked),biosynthesis,precursor2"	"keratansulfateII(core4-linked),biosynthesis,precursor2"	"g"
"keratansulfateII(core4-linked),biosynthesis,precursor3"	"keratansulfateII(core4-linked),biosynthesis,precursor3"	"g"
"keratansulfateII(core4-linked),biosynthesis,precursor4"	"keratansulfateII(core4-linked),biosynthesis,precursor4"	"g"
"keratansulfateII(core4-linked),biosynthesis,precursor5"	"keratansulfateII(core4-linked),biosynthesis,precursor5"	"g"
"keratansulfateII(core4-linked),biosynthesis,precursor6"	"keratansulfateII(core4-linked),biosynthesis,precursor6"	"g"
"keratansulfateII(core4-linked),biosynthesis,precursor7"	"keratansulfateII(core4-linked),biosynthesis,precursor7"	"g"
"keratansulfateII(core4-linked),biosynthesis,precursor8"	"keratansulfateII(core4-linked),biosynthesis,precursor8"	"g"
"keratansulfateII(core4-linked),biosynthesis,precursor9"	"keratansulfateII(core4-linked),biosynthesis,precursor9"	"g"
"keratansulfateII(core4-linked),biosynthesis,precursor10"	"keratansulfateII(core4-linked),biosynthesis,precursor10"	"g"
"keratansulfateII(core4-linked)"	"keratansulfateII(core4-linked)"	"g, l"
"keratansulfateI,degradationproduct1"	"keratansulfateI,degradationproduct1"	"e, l"
"keratansulfateI,degradationproduct2"	"keratansulfateI,degradationproduct2"	"l"
"keratansulfateI,degradationproduct3"	"keratansulfateI,degradationproduct3"	"l"
"keratansulfateI,degradationproduct4"	"keratansulfateI,degradationproduct4"	"l"
"keratansulfateI,degradationproduct5"	"keratansulfateI,degradationproduct5"	"l"
"keratansulfateI,degradationproduct6"	"keratansulfateI,degradationproduct6"	"l"
"keratansulfateI,degradationproduct7"	"keratansulfateI,degradationproduct7"	"l"
"keratansulfateI,degradationproduct8"	"keratansulfateI,degradationproduct8"	"l"
"keratansulfateI,degradationproduct9"	"keratansulfateI,degradationproduct9"	"l"
"keratansulfateI,degradationproduct10"	"keratansulfateI,degradationproduct10"	"l"
"keratansulfateI,degradationproduct11"	"keratansulfateI,degradationproduct11"	"l"
"keratansulfateI,degradationproduct12"	"keratansulfateI,degradationproduct12"	"l"
"keratansulfateI,degradationproduct13"	"keratansulfateI,degradationproduct13"	"l"
"keratansulfateI,degradationproduct14"	"keratansulfateI,degradationproduct14"	"l"
"keratansulfateI,degradationproduct15"	"keratansulfateI,degradationproduct15"	"l"
"keratansulfateI,degradationproduct16"	"keratansulfateI,degradationproduct16"	"l"
"keratansulfateI,degradationproduct17"	"keratansulfateI,degradationproduct17"	"l"
"keratansulfateI,degradationproduct18"	"keratansulfateI,degradationproduct18"	"l"
"keratansulfateI,degradationproduct19"	"keratansulfateI,degradationproduct19"	"l"
"keratansulfateI,degradationproduct20"	"keratansulfateI,degradationproduct20"	"l"
"keratansulfateI,degradationproduct21"	"keratansulfateI,degradationproduct21"	"l"
"keratansulfateI,degradationproduct22"	"keratansulfateI,degradationproduct22"	"l"
"keratansulfateI,degradationproduct23"	"keratansulfateI,degradationproduct23"	"l"
"keratansulfateI,degradationproduct24"	"keratansulfateI,degradationproduct24"	"l"
"keratansulfateI,degradationproduct25"	"keratansulfateI,degradationproduct25"	"l"
"keratansulfateI,degradationproduct26"	"keratansulfateI,degradationproduct26"	"l"
"keratansulfateI,degradationproduct27"	"keratansulfateI,degradationproduct27"	"l"
"keratansulfateI,degradationproduct28"	"keratansulfateI,degradationproduct28"	"l"
"keratansulfateI,degradationproduct29"	"keratansulfateI,degradationproduct29"	"l"
"keratansulfateI,degradationproduct30"	"keratansulfateI,degradationproduct30"	"l"
"keratansulfateI,degradationproduct31"	"keratansulfateI,degradationproduct31"	"l"
"keratansulfateI,degradationproduct32"	"keratansulfateI,degradationproduct32"	"l"
"keratansulfateI,degradationproduct33"	"keratansulfateI,degradationproduct33"	"l"
"keratansulfateI,degradationproduct34"	"keratansulfateI,degradationproduct34"	"l"
"keratansulfateI,degradationproduct35"	"keratansulfateI,degradationproduct35"	"l"
"keratansulfateI,degradationproduct36"	"keratansulfateI,degradationproduct36"	"l"
"keratansulfateI,degradationproduct37"	"keratansulfateI,degradationproduct37"	"l"
"keratansulfateI,degradationproduct38"	"keratansulfateI,degradationproduct38"	"l"
"keratansulfateI,degradationproduct39"	"keratansulfateI,degradationproduct39"	"l"
"keratansulfateI,degradationproduct40"	"keratansulfateI,degradationproduct40"	"l"
"keratansulfateI,degradationproduct41"	"keratansulfateI,degradationproduct41"	"l"
"keratansulfateII(core2-linked),degradationproduct1"	"keratansulfateII(core2-linked),degradationproduct1"	"l"
"keratansulfateII(core2-linked),degradationproduct2"	"keratansulfateII(core2-linked),degradationproduct2"	"l"
"keratansulfateII(core2-linked),degradationproduct3"	"keratansulfateII(core2-linked),degradationproduct3"	"l"
"keratansulfateII(core2-linked),degradationproduct4"	"keratansulfateII(core2-linked),degradationproduct4"	"l"
"keratansulfateII(core2-linked),degradationproduct5"	"keratansulfateII(core2-linked),degradationproduct5"	"l"
"keratansulfateII(core2-linked),degradationproduct6"	"keratansulfateII(core2-linked),degradationproduct6"	"l"
"keratansulfateII(core2-linked),degradationproduct8"	"keratansulfateII(core2-linked),degradationproduct8"	"l"
"keratansulfateII(core2-linked),degradationproduct7"	"keratansulfateII(core2-linked),degradationproduct7"	"l"
"keratansulfateII(core2-linked),degradationproduct9"	"keratansulfateII(core2-linked),degradationproduct9"	"l"
"F1alpha"	"F1alpha"	"l"
"core6"	"core6"	"l"
"keratansulfateII(core4-linked),degradationproduct1"	"keratansulfateII(core4-linked),degradationproduct1"	"l"
"keratansulfateII(core4-linked),degradationproduct2"	"keratansulfateII(core4-linked),degradationproduct2"	"l"
"keratansulfateII(core4-linked),degradationproduct3"	"keratansulfateII(core4-linked),degradationproduct3"	"l"
"keratansulfateII(core4-linked),degradationproduct4"	"keratansulfateII(core4-linked),degradationproduct4"	"l"
"7alpha-hydroxycholesterol"	"7alpha-hydroxycholesterol"	"r"
"7alpha-hydroxycholest-4-en-3-one"	"7alpha-hydroxycholest-4-en-3-one"	"r"
"5beta-cholestan-3alpha,7alpha,12alpha-triol"	"5beta-cholestan-3alpha,7alpha,12alpha-triol"	"c, m"
"5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol"	"5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol"	"c, m"
"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al"	"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al"	"c, m"
"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate"	"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate"	"c, m, r, p"
"25(R)THCA-CoA"	"25(R)THCA-CoA"	"r, p, c, m"
"25(S)THCA-CoA"	"25(S)THCA-CoA"	"p, m"
"choloyl-CoA"	"choloyl-CoA"	"p, m, c, r"
"cholate"	"cholate"	"c, m, p, r, e"
"5beta-cholestane-3alpha,7alpha-diol"	"5beta-cholestane-3alpha,7alpha-diol"	"c, m"
"5beta-cholestane-3alpha,7alpha,26-triol"	"5beta-cholestane-3alpha,7alpha,26-triol"	"c, m"
"3alpha,7alpha-dihydroxy-5beta-cholestan-26-al"	"3alpha,7alpha-dihydroxy-5beta-cholestan-26-al"	"c, m"
"5beta-cholestane-3alpha,7alpha,27-triol"	"5beta-cholestane-3alpha,7alpha,27-triol"	"m"
"3alpha,7alpha-dihydroxy-5beta-cholestan-27-al"	"3alpha,7alpha-dihydroxy-5beta-cholestan-27-al"	"m"
"3alpha,7alpha-dihydroxy-5beta-cholestanate"	"3alpha,7alpha-dihydroxy-5beta-cholestanate"	"m, c, r, p"
"25(R)DHCA-CoA"	"25(R)DHCA-CoA"	"c, r, p"
"25(S)DHCA-CoA"	"25(S)DHCA-CoA"	"p"
"3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA"	"3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA"	"p"
"(24R,25R)3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA"	"(24R,25R)3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA"	"p"
"3alpha,7alpha-dihydroxy-24-oxo-5beta-cholestanoylcoa"	"3alpha,7alpha-dihydroxy-24-oxo-5beta-cholestanoylcoa"	"p"
"chenodeoxycholoyl-CoA"	"chenodeoxycholoyl-CoA"	"p, c, r"
"chenodiol"	"chenodiol"	"p, c, r, e"
"24-hydroxycholesterol"	"24-hydroxycholesterol"	"c"
"cholest-5-ene-3beta,7alpha,24(S)-triol"	"cholest-5-ene-3beta,7alpha,24(S)-triol"	"c"
"4-cholesten-7alpha,24(S)-diol-3-one"	"4-cholesten-7alpha,24(S)-diol-3-one"	"c"
"5beta-cholestan-3alpha,7alpha,12alpha,24(S)-tetrol"	"5beta-cholestan-3alpha,7alpha,12alpha,24(S)-tetrol"	"m"
"5beta-cholestan-3alpha,7alpha,12alpha,24(S),27-pentol"	"5beta-cholestan-3alpha,7alpha,12alpha,24(S),27-pentol"	"m"
"5beta-cholestan-3alpha,7alpha,24(S)-triol"	"5beta-cholestan-3alpha,7alpha,24(S)-triol"	"m"
"5beta-cholestan-3alpha,7alpha,24(S),27-tetrol"	"5beta-cholestan-3alpha,7alpha,24(S),27-tetrol"	"m"
"3alpha,7alpha,12alpha,24(S)-tetrahydroxy-5beta-cholestan-27-al"	"3alpha,7alpha,12alpha,24(S)-tetrahydroxy-5beta-cholestan-27-al"	"m"
"3alpha,7alpha,24(S)-trihydroxy-5beta-cholestan-27-al"	"3alpha,7alpha,24(S)-trihydroxy-5beta-cholestan-27-al"	"m"
"tetraHCA"	"tetraHCA"	"m, c"
"3,7,24THCA"	"3,7,24THCA"	"m, c, p"
"25(R)TetraHCA-CoA"	"25(R)TetraHCA-CoA"	"c, p"
"3,7,24THCA-CoA"	"3,7,24THCA-CoA"	"c, p"
"27-hydroxycholesterol"	"27-hydroxycholesterol"	"m, c"
"cholest-5-ene-3beta,7alpha,27-triol"	"cholest-5-ene-3beta,7alpha,27-triol"	"c, m"
"4-cholesten-7alpha,27-diol-3-one"	"4-cholesten-7alpha,27-diol-3-one"	"c"
"25-hydroxycholesterol"	"25-hydroxycholesterol"	"r"
"cholest-5-ene-3beta,7alpha,25-triol"	"cholest-5-ene-3beta,7alpha,25-triol"	"r"
"26-hydroxycholesterol"	"26-hydroxycholesterol"	"m, r, c"
"3beta-hydroxy-5-cholestenal"	"3beta-hydroxy-5-cholestenal"	"m"
"3beta-hydroxy-5-cholestene-27-oate"	"3beta-hydroxy-5-cholestene-27-oate"	"m"
"3beta,7alpha-dihydroxy-5-cholestenoate"	"3beta,7alpha-dihydroxy-5-cholestenoate"	"m"
"7alpha-hydroxy-3-oxo-4-cholestenoicacid"	"7alpha-hydroxy-3-oxo-4-cholestenoicacid"	"m"
"5beta-cholestane-3alpha,7alpha,12alpha,27-tetraol"	"5beta-cholestane-3alpha,7alpha,12alpha,27-tetraol"	"m, c"
"5beta-cholestane-3alpha,7alpha,12alpha,27,27-pentaol"	"5beta-cholestane-3alpha,7alpha,12alpha,27,27-pentaol"	"c, m"
"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al"	"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al"	"m"
"5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol"	"5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol"	"r"
"5beta-cholestane-3alpha,7alpha,12alpha,24s,25-pentol"	"5beta-cholestane-3alpha,7alpha,12alpha,24s,25-pentol"	"r"
"3alpha,7alpha,12alpha,25-tetrahydroxy-5beta-cholestane-24-one"	"3alpha,7alpha,12alpha,25-tetrahydroxy-5beta-cholestane-24-one"	"r"
"3alpha,12alpha-dihydroxy-5beta-cholanate"	"3alpha,12alpha-dihydroxy-5beta-cholanate"	"c, r"
"deoxycholoyl-CoA"	"deoxycholoyl-CoA"	"c, r"
"hypotaurine"	"hypotaurine"	"c"
"cysteamine"	"cysteamine"	"c"
"taurine"	"taurine"	"c, e, p"
"Na"	"Na"	"e, c, p, g"
"glycocholate"	"glycocholate"	"e, c"
"taurocholate"	"taurocholate"	"e, c"
"taurochenodeoxycholate"	"taurochenodeoxycholate"	"e, c"
"glycochenodeoxycholate"	"glycochenodeoxycholate"	"e, c"
"glutathionyl-leukotrieneC4"	"glutathionyl-leukotrieneC4"	"c, e"
"S-glutathionyl-2-4-dinitrobenzene"	"S-glutathionyl-2-4-dinitrobenzene"	"c, e"
"S-glutathionyl-ethacrynicacid"	"S-glutathionyl-ethacrynicacid"	"c, e"
"bilirubin-bisglucuronoside"	"bilirubin-bisglucuronoside"	"r, e, c"
"bilirubin-monoglucuronoside"	"bilirubin-monoglucuronoside"	"r, e, c"
"typeIHglycolipid"	"typeIHglycolipid"	"g"
"lactoneotetraosylceramide"	"lactoneotetraosylceramide"	"g"
"typeIIHglycolipid"	"typeIIHglycolipid"	"g"
"galacgalfuc12gal14acglcgalglusideheparansulfate"	"galacgalfuc12gal14acglcgalglusideheparansulfate"	"g"
"glycolipid"	"glycolipid"	"g"
"galacgalfucgalacglcgal14acglcgalglusideheparansulfate"	"galacgalfucgalacglcgal14acglcgalglusideheparansulfate"	"g"
"fucgalacgalfucgalacglcgal14acglcgalglusideheparansulfate"	"fucgalacgalfucgalacglcgal14acglcgalglusideheparansulfate"	"g"
"fucfucgalacglcgalacglcgal14acglcgalglusideheparansulfate"	"fucfucgalacglcgalacglcgal14acglcgalglusideheparansulfate"	"g"
"fucgalacglc13galacglcgal14acglcgalglusideheparansulfate"	"fucgalacglc13galacglcgal14acglcgalglusideheparansulfate"	"g"
"fucfucgalacglc13galacglcgal14acglcgalglusideheparansulfate"	"fucfucgalacglc13galacglcgal14acglcgalglusideheparansulfate"	"g"
"fucfucfucgalacglc13galacglcgal14acglcgalglusideheparansulfate"	"fucfucfucgalacglc13galacglcgal14acglcgalglusideheparansulfate"	"g"
"acngalacglcgalglusideheparansulfate"	"acngalacglcgalglusideheparansulfate"	"g"
"lacto-N-fucopentaosyl-III-ceramide"	"lacto-N-fucopentaosyl-III-ceramide"	"g"
"fucfucgalacglcgal14acglcgalglusideheparansulfate"	"fucfucgalacglcgal14acglcgalglusideheparansulfate"	"g"
"fucfucfucgalacglcgal14acglcgalglusideheparansulfate"	"fucfucfucgalacglcgal14acglcgalglusideheparansulfate"	"g"
"fucfuc132galacglcgal14acglcgalglusideheparansulfate"	"fucfuc132galacglcgal14acglcgalglusideheparansulfate"	"g"
"ferricytochromeB5"	"ferricytochromeB5"	"c"
"ferrocytochromeB5"	"ferrocytochromeB5"	"c"
"quinolinate"	"quinolinate"	"c"
"nicotinateribonucleotide"	"nicotinateribonucleotide"	"c, n"
"nicotinateD-ribonucleoside"	"nicotinateD-ribonucleoside"	"c"
"deamido-NAD"	"deamido-NAD"	"c, n"
"nicotinamideD-ribonucleotide"	"nicotinamideD-ribonucleotide"	"c, m, n"
"nicotinamide"	"nicotinamide"	"c, e"
"nicotinamideribonucleoside"	"nicotinamideribonucleoside"	"c"
"nicotinate"	"nicotinate"	"c"
"ADP-ribose-2-phosphate"	"ADP-ribose-2-phosphate"	"c, e"
"1-methylnicotinamide"	"1-methylnicotinamide"	"c"
"dephospho-CoA"	"dephospho-CoA"	"c, m, l"
"apo-[ACP]"	"apo-[ACP]"	"c"
"pantetheine"	"pantetheine"	"c, m"
"phosphopantetheine"	"phosphopantetheine"	"c, m"
"N-pantothenoylcysteine"	"N-pantothenoylcysteine"	"c, m"
"pantothenate"	"pantothenate"	"c, e"
"D-4-phosphopantothenate"	"D-4-phosphopantothenate"	"c"
"(R)-4-phosphopantothenoyl-cysteine"	"(R)-4-phosphopantothenoyl-cysteine"	"c, m"
"inositol-1-phosphate"	"inositol-1-phosphate"	"c, n"
"1-phosphatidyl-1D-myo-inositol-3-phosphate"	"1-phosphatidyl-1D-myo-inositol-3-phosphate"	"c, r"
"1-phosphatidyl-myo-inositol-3,5-bisphosphate"	"1-phosphatidyl-myo-inositol-3,5-bisphosphate"	"c, g, r"
"1-phosphatidyl-1D-myo-inositol-4-phosphate"	"1-phosphatidyl-1D-myo-inositol-4-phosphate"	"c, n"
"1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate"	"1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate"	"c"
"phosphatidylinositol-4,5-bisphosphate"	"phosphatidylinositol-4,5-bisphosphate"	"c, n"
"1-phosphatidyl-1D-myo-inositol-5-phosphate"	"1-phosphatidyl-1D-myo-inositol-5-phosphate"	"c, g, r"
"phosphatidylinositol-3,4,5-trisphosphate"	"phosphatidylinositol-3,4,5-trisphosphate"	"c, n"
"phosphatidylinositol-3,5-bisphosphate"	"phosphatidylinositol-3,5-bisphosphate"	"c, r"
"D-myo-inositol-1,4,5-trisphosphate"	"D-myo-inositol-1,4,5-trisphosphate"	"c, n"
"1D-myo-inositol-1,4-bisphosphate"	"1D-myo-inositol-1,4-bisphosphate"	"c, n"
"1D-myo-inositol-4-phosphate"	"1D-myo-inositol-4-phosphate"	"c"
"1D-myo-inositol-1,3,4,5-tetrakisphosphate"	"1D-myo-inositol-1,3,4,5-tetrakisphosphate"	"c, n"
"1D-myo-inositol-1,3,4-trisphosphate"	"1D-myo-inositol-1,3,4-trisphosphate"	"c"
"1D-myo-inositol-1,3,4,6-tetrakisphosphate"	"1D-myo-inositol-1,3,4,6-tetrakisphosphate"	"c, n"
"1D-myo-inositol-1,3,4,5,6-pentakisphosphate"	"1D-myo-inositol-1,3,4,5,6-pentakisphosphate"	"c, n"
"1D-myo-inositol-3,4-bisphosphate"	"1D-myo-inositol-3,4-bisphosphate"	"c"
"1D-myo-inositol-3-phosphate"	"1D-myo-inositol-3-phosphate"	"c"
"1D-myo-inositol-1,4,5,6-tetrakisphosphate"	"1D-myo-inositol-1,4,5,6-tetrakisphosphate"	"c, n"
"1D-myo-inositol-3,4,5,6-tetrakisphosphate"	"1D-myo-inositol-3,4,5,6-tetrakisphosphate"	"c"
"myo-inositol-hexakisphosphate"	"myo-inositol-hexakisphosphate"	"c, n"
"5-pp-inspP5"	"5-pp-inspP5"	"c, n"
"1D-myo-inositol-bisdiphosphate-tetrakisphosphate"	"1D-myo-inositol-bisdiphosphate-tetrakisphosphate"	"c, n"
"5,10-methenyl-THF"	"5,10-methenyl-THF"	"m, c"
"folate"	"folate"	"c, m, e"
"5-formyl-THF"	"5-formyl-THF"	"m, c, e"
"cPMP"	"cPMP"	"c"
"molybdopterin"	"molybdopterin"	"c"
"adenylatedmolybdopterin"	"adenylatedmolybdopterin"	"c"
"10-formyl-THF-glu(5)"	"10-formyl-THF-glu(5)"	"c, m, l, e"
"10-formyl-THF-glu(6)"	"10-formyl-THF-glu(6)"	"c, m, l, e"
"10-formyl-THF-glu(7)"	"10-formyl-THF-glu(7)"	"c, m, e, l"
"pentaglutamyl-folate(DHF)"	"pentaglutamyl-folate(DHF)"	"c, m, e, l"
"hexaglutamyl-folate(DHF)"	"hexaglutamyl-folate(DHF)"	"c, m, e, l"
"heptaglutamyl-folate(DHF)"	"heptaglutamyl-folate(DHF)"	"c, m, e, l"
"pentaglutamyl-folate(THF)"	"pentaglutamyl-folate(THF)"	"c, m, e, l"
"hexaglutamyl-folate(THF)"	"hexaglutamyl-folate(THF)"	"c, m, e, l"
"heptaglutamyl-folate(THF)"	"heptaglutamyl-folate(THF)"	"c, m, e, l"
"biocytin"	"biocytin"	"c, n, e"
"biotin"	"biotin"	"c, n, e"
"biotinyl-5-AMP"	"biotinyl-5-AMP"	"c"
"apoC-lys"	"apoC-lys"	"c"
"apoC-lys_btn"	"apoC-lys_btn"	"c"
"carboxybiotin-carboxyl-carrier"	"carboxybiotin-carboxyl-carrier"	"c"
"6-[(1S,2R)-1,2-dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin"	"6-[(1S,2R)-1,2-dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin"	"c, n"
"6-pyruvoyltetrahydropterin"	"6-pyruvoyltetrahydropterin"	"c, n"
"triphosphate"	"triphosphate"	"c, n, m"
"6-lactoyl-5,6,7,8-tetrahydropterin"	"6-lactoyl-5,6,7,8-tetrahydropterin"	"c"
"formamidopyrimidinenucleosidetriphosphate"	"formamidopyrimidinenucleosidetriphosphate"	"c, n"
"O2-4a-cyclic-tetrahydrobiopterin"	"O2-4a-cyclic-tetrahydrobiopterin"	"c, n"
"quinonoiddihydrobiopterin"	"quinonoiddihydrobiopterin"	"c, n"
"dihydroneopterin"	"dihydroneopterin"	"c"
"2,5-diamino-6-(5-triphosphoryl-3,4-trihydroxy-2-oxopentyl)-amino-4-oxopyrimidine"	"2,5-diamino-6-(5-triphosphoryl-3,4-trihydroxy-2-oxopentyl)-amino-4-oxopyrimidine"	"c, n"
"2,5-diaminopyrimidinenucleosidetriphosphate"	"2,5-diaminopyrimidinenucleosidetriphosphate"	"c, n"
"dehydroascorbicacid"	"dehydroascorbicacid"	"c, e"
"ascorbate"	"ascorbate"	"c, e"
"lipoyllysine"	"lipoyllysine"	"c"
"D-glucurono-6,3-lactone"	"D-glucurono-6,3-lactone"	"c"
"D-glucarate"	"D-glucarate"	"c"
"Fe2"	"Fe2"	"e, m, c"
"Fe3"	"Fe3"	"e, c"
"porphobilinogen"	"porphobilinogen"	"c"
"hydroxymethylbilane"	"hydroxymethylbilane"	"c"
"uroporphyrinogenIII"	"uroporphyrinogenIII"	"c"
"coproporphyrinogenIII"	"coproporphyrinogenIII"	"c"
"protoporphyrinogenIX"	"protoporphyrinogenIX"	"c, m"
"protoporphyrin"	"protoporphyrin"	"m, c"
"heme"	"heme"	"m, c, e"
"cytochrome-C"	"cytochrome-C"	"m"
"hemoglobin"	"hemoglobin"	"c"
"biliverdin"	"biliverdin"	"c"
"globin"	"globin"	"c"
"bilirubin"	"bilirubin"	"r, e, c"
"uroporphyrinogenI"	"uroporphyrinogenI"	"c"
"coproporphyrinogenI"	"coproporphyrinogenI"	"c"
"retinol"	"retinol"	"c, r"
"retinal"	"retinal"	"c, r"
"1-lysolecithinpool"	"1-lysolecithinpool"	"c"
"retinyl-ester"	"retinyl-ester"	"c"
"fattyacid-retinolpool"	"fattyacid-retinolpool"	"c"
"11-cis-retinol"	"11-cis-retinol"	"c"
"11-cis-retinal"	"11-cis-retinal"	"c"
"11-cis-retinyl-palmitate"	"11-cis-retinyl-palmitate"	"c"
"anhydroretinol"	"anhydroretinol"	"c"
"4-hydroxyvitaminA1"	"4-hydroxyvitaminA1"	"c, r"
"9-cis-retinol"	"9-cis-retinol"	"c"
"9-cis-retinal"	"9-cis-retinal"	"c, r"
"13-cis-retinol"	"13-cis-retinol"	"c"
"retinoate"	"retinoate"	"c, r, e"
"9-cis-retinoate"	"9-cis-retinoate"	"r, c"
"18-hydroxy-all-trans-retinoate"	"18-hydroxy-all-trans-retinoate"	"c, r"
"4-oxo-9-cis-retinoate"	"4-oxo-9-cis-retinoate"	"c, r"
"9-cis-4-oxo-13,14-dihydro-retinoate"	"9-cis-4-oxo-13,14-dihydro-retinoate"	"c"
"13-cis-retinal"	"13-cis-retinal"	"r, c"
"13-cis-retinoate"	"13-cis-retinoate"	"c, r"
"4-oxo-13-cis-retinoate"	"4-oxo-13-cis-retinoate"	"c, r"
"5,6-epoxy-13-cis-retinoate"	"5,6-epoxy-13-cis-retinoate"	"c, r"
"5,8-epoxy-13-cis-retinoate"	"5,8-epoxy-13-cis-retinoate"	"c"
"4-hydroxy-all-trans-retinoate"	"4-hydroxy-all-trans-retinoate"	"c, r"
"4-oxo-all-trans-retinoate"	"4-oxo-all-trans-retinoate"	"c, r"
"riboflavin"	"riboflavin"	"c"
"FMN"	"FMN"	"c"
"5-hydroxy-L-tryptophan"	"5-hydroxy-L-tryptophan"	"c, e"
"hydroxide"	"hydroxide"	"c, e"
"6-hydroxymelatonin-sulfate"	"6-hydroxymelatonin-sulfate"	"c"
"serotonin"	"serotonin"	"c, e"
"5-hydroxyindoleacetaldehyde"	"5-hydroxyindoleacetaldehyde"	"c"
"5-hydroxyindoleacetate"	"5-hydroxyindoleacetate"	"c"
"5-hydroxytryptophol"	"5-hydroxytryptophol"	"c"
"5-methoxytryptophol"	"5-methoxytryptophol"	"c"
"thiamin"	"thiamin"	"m, c, e"
"thiamin-PPP"	"thiamin-PPP"	"c, e"
"thiamin-P"	"thiamin-P"	"c, e"
"2-(alpha-hydroxyethyl)thiamine-diphosphate"	"2-(alpha-hydroxyethyl)thiamine-diphosphate"	"c"
"cob(II)alamin"	"cob(II)alamin"	"m"
"cob(I)alamin"	"cob(I)alamin"	"m"
"cobamide-coenzyme"	"cobamide-coenzyme"	"m"
"pyridoxal"	"pyridoxal"	"c"
"pyridoxine"	"pyridoxine"	"c"
"pyridoxamine"	"pyridoxamine"	"c"
"pyridoxamine-phosphate"	"pyridoxamine-phosphate"	"c"
"vitaminD3"	"vitaminD3"	"c, m"
"calcidiol"	"calcidiol"	"c, m"
"calcitriol"	"calcitriol"	"c"
"23s,25-dihydroxyvitaminD3"	"23s,25-dihydroxyvitaminD3"	"c, m"
"23S,25,26-trihydroxyvitaminD3"	"23S,25,26-trihydroxyvitaminD3"	"c, m"
"25-hydroxyvitaminD3-26,23-lactol"	"25-hydroxyvitaminD3-26,23-lactol"	"c, m"
"25-hydroxyvitaminD3-26,23-lactone"	"25-hydroxyvitaminD3-26,23-lactone"	"c, m"
"calcitetrol"	"calcitetrol"	"c, m"
"24-oxo-1alpha,25-dihydroxyvitaminD3"	"24-oxo-1alpha,25-dihydroxyvitaminD3"	"c, m"
"24-oxo-1alpha,23,25-trihydroxyvitaminD3"	"24-oxo-1alpha,23,25-trihydroxyvitaminD3"	"c, m"
"vitaminD2"	"vitaminD2"	"m"
"25-hydroxyvitaminD2"	"25-hydroxyvitaminD2"	"m"
"13-carboxy-alpha-tocotrienol"	"13-carboxy-alpha-tocotrienol"	"m"
"11-carboxy-alpha-tocotrienol"	"11-carboxy-alpha-tocotrienol"	"m"
"9-carboxy-alpha-tocotrienol"	"9-carboxy-alpha-tocotrienol"	"m"
"7-carboxy-alpha-tocotrienol"	"7-carboxy-alpha-tocotrienol"	"m"
"5-carboxy-alpha-chromanol"	"5-carboxy-alpha-chromanol"	"m"
"3-carboxy-alpha-chromanol"	"3-carboxy-alpha-chromanol"	"m, c"
"11-carboxy-gamma-tocotrienol"	"11-carboxy-gamma-tocotrienol"	"m"
"9-carboxy-gamma-tocotrienol"	"9-carboxy-gamma-tocotrienol"	"m"
"7-carboxy-gamma-tocotrienol"	"7-carboxy-gamma-tocotrienol"	"m"
